accession	description	tax_id	sub_species	base_count	first_public
AB669894	Drosophila truncata Adh gene for alcohol dehydrogenase, partial cds, strain: RGN179.	137078		830	2014-01-02
AF136700	Drosophila americana texana LP97.03 alcohol dehydrogenase (Adh) gene, partial cds.	40372	texana	884	1999-06-03
AF459751	Drosophila lucipennis alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	73156		290	2002-05-16
AB669833	Drosophila quadraria Adh gene for alcohol dehydrogenase, partial cds, strain: Q.	67532		843	2014-01-02
EF560577	Drosophila mesophragmatica pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.	306029		605	2008-05-01
U76474	Drosophila hydei strain 6 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7224		897	1996-11-19
U64526	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS242 allele, complete cds.	7237		3475	1996-08-16
X54116	D.erecta Adh gene for alcohol dehydrogenase and Adh-related gene	7220		3867	1992-04-14
AB669829	Drosophila lacteicornis Adh gene for alcohol dehydrogenase, partial cds, strain: BG0571.0.	67531		838	2014-01-02
AB669861	Drosophila cauverii Adh gene for alcohol dehydrogenase, partial cds, strain: cauv-CNRS.	137356		833	2014-01-02
AF136677	Drosophila americana americana D.am-.6Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AY340302	Drosophila americana pop-variant NN97.08Y alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY364513	Drosophila mojavensis strain MJS 68 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230		879	2004-01-30
AB703316	Drosophila algonquin Adh gene for alcohol dehydrogenase, partial cds, clone: D.algonquin.	7247		405	2012-03-18
AY340278	Drosophila americana pop-variant DN00.01X alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY340292	Drosophila americana pop-variant NN00.09X alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY340294	Drosophila americana pop-variant DN00.02Y alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY364506	Drosophila mojavensis strain MJS 16F alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230		880	2004-01-30
AY874361	Drosophila subobscura strain line 0 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1422	2005-05-31
AY874371	Drosophila subobscura strain line 24 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1406	2005-05-31
AB703324	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase, partial cds, clone: D.pseudoobscura.	7237		405	2012-03-18
AF136678	Drosophila americana americana D.am-.3Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AY340280	Drosophila americana pop-variant DN00.04X alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY340295	Drosophila americana pop-variant DN00.04Y alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY364493	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230		880	2004-01-30
AY364499	Drosophila mojavensis strain MJS 115 alcohol dehydrogenase 1 (Adh1) gene, complete cds.	7230		880	2004-01-30
AY364522	Drosophila mojavensis strain MJS 133 alcohol dehydrogenase-2 (Adh2) gene, complete cds.	7230		879	2004-01-30
AY874368	Drosophila subobscura strain line 16 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1406	2005-05-31
EF216308	Drosophila luguensis alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	426741		431	2007-06-10
U76483	Drosophila mulleri strain -1371.22 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231		902	1997-03-06
AB703320	Drosophila bifasciata Adh gene for alcohol dehydrogenase, partial cds, clone: D.bifasciata.	7218		405	2012-03-18
AB703319	Drosophila azteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.azteca.	7249		405	2012-03-18
AY874366	Drosophila subobscura strain line 10 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1406	2005-05-31
AY874374	Drosophila subobscura strain line 35 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1406	2005-05-31
EF216309	Drosophila limingi alcohol dehydrogenase (Adh) gene, exons 2, 3 and partial cds.	426743		429	2007-06-10
U76480	Drosophila mulleri strain -1371.16 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.	7231		902	1997-03-06
AY340284	Drosophila americana pop-variant NN97.02X alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY340285	Drosophila americana pop-variant NN97.04X alcohol dehydrogenase (Adh) gene, partial cds.	40366		881	2003-08-13
AY874367	Drosophila subobscura strain line 11 alcohol dehydrogenase (Adh-Twain) gene, partial cds.	7241		1406	2005-05-31
AB669838	Drosophila tani Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.00.	137070		838	2014-01-02
AB669874	Drosophila nikananu Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0661.01.	73157		838	2014-01-02
AY154844	Drosophila arizonae strain ARTU 34 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263		878	2003-03-03
AY154854	Drosophila arizonae strain AR00 5 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7263		880	2003-03-03
AB932673	Drosophila similis Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2321.00.	133976		839	2014-10-26
AF067283	Drosophila subsilvestris alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.	7239		437	1998-07-02
M17827	D.melanogaster (strain Wa-S) alcohol dehydrogenase gene (allele Adh-s), complete cds.	7227		2696	1991-07-01
AY154843	Drosophila arizonae strain ARTU 24 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263		878	2003-03-03
AY154845	Drosophila arizonae strain ARTU 35 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7263		879	2003-03-03
EF560579	Drosophila gaucha pop-variant Campos do Jordao alcohol dehydrogenase (adh) gene, partial cds.	30028		626	2008-05-01
LC057201	Drosophila prostipennis Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0291.00.	94111		827	2019-06-04
LC057202	Drosophila paralutea Adh gene for alcohol dehydrogenase, partial cds, strain: 14022-0281.00.	186284		829	2019-06-04
M17828	D.melanogaster (strain Fl-1S) alcohol dehydrogenase gene (allele Adh-F), complete cds.	7227		2696	1991-07-01
AB669848	Drosophila vulcana Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0711.00.	132243		773	2014-01-02
AB194441	Drosophila bipectinata Adh gene for alcohol dehydrogenase, partial cds, strain:wild type CJB162.	42026		759	2005-05-07
AB669886	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.00.	137074		836	2014-01-02
AB932666	Drosophila parthenogenetica Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2221.00.	133990		834	2014-10-26
X03048	Drosophila mulleri adh genes for alcohol dehydrogenase (adh-1, adh-2, pseudo-adh)	7231		6778	1986-07-02
X15585	Drosophila navojoa Adh-1 gene for alcohol dehydrogenase (EC 1.1.1.1)	7232		2334	1989-11-23
AB194427	Drosophila varians Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	30050		1756	2005-05-07
AF045124	Drosophila emarginata strain 14042-0841.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30024		405	1998-06-02
AF045125	Drosophila emarginata strain 14042-0841.7 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	30024		405	1998-06-02
AY154830	Drosophila mojavensis strain MJBC 39.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230		880	2003-03-03
AY154864	Drosophila mojavensis strain MJBC 25.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		877	2003-03-03
AY154868	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		878	2003-03-03
U66411	Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds.	7227		4789	1996-11-02
AY154876	Drosophila mojavensis strain MJBC 205.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		878	2003-03-03
AY154837	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230		880	2003-03-03
AB194421	Drosophila bipectinata Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.	42026		1769	2005-05-07
AF045113	Drosophila saltans strain 14045-0911.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.	7273		405	1998-06-02
AY154834	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.	7230		880	2003-03-03
AY154874	Drosophila mojavensis strain MJBC 157.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.	7230		880	2003-03-03
AF348881	Drosophila biauraria strain HP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	73155		666	2001-04-16
AF348880	Drosophila triauraria strain ONM alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.	67534		668	2001-04-16
AI513113	GH01616.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH01616 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/12/2002, mRNA sequence.	7227		515	1999-03-23
CK131199	GH15138.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH15138 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.	7227		668	2003-12-03
CV785019	zaa07h09.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to TR:Q9U8T1 Q9U8T1 ALCOHOL DEHYDROGENASE , mRNA sequence.	7245		231	2004-11-12
BI566106	RH35228.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH35228 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/31/2001, mRNA sequence.	7227		559	2001-09-07
AI107293	GH03875.5prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03875 5 similar to X04454: Drosophila melanogaster alcohol dehydrogenase null4 allele, mRNA sequence.	7227		445	1998-09-04
AY695385	Drosophila belladunni alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.	133993		1117	2006-08-01
AY695382	Drosophila dunni alcohol dehydrogenase (adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exons 1 through 3 and partial cds.	133979		2005	2006-08-01
BF497094	AT11166.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT11166 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/08/2001, mRNA sequence.	7227		532	2000-12-07
BF494131	AT02556.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT02556 5 similar to CG6083: FBan0006083 'alcohol dehydrogenase, iron-dependent' located on: 3L 68C9-68C10 : 04/07/2001, mRNA sequence.	7227		799	2000-12-07
BI214744	RE20859.5prime RE Drosophila melanogaster normalized Embryo pFlc-1 Drosophila melanogaster cDNA clone RE20859 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/12/2001, mRNA sequence.	7227		677	2001-07-13
BI623813	RH56162.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56162 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/22/2001, mRNA sequence.	7227		601	2001-09-11
BI630708	RH59992.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH59992 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/23/2001, mRNA sequence.	7227		558	2001-09-11
AA802598	GM05887.5prime GM Drosophila melanogaster ovary BlueScript Drosophila melanogaster cDNA clone GM05887 5 similar to T3dh: FBan0003425 GO:[alcohol dehydrogenase (GO:0004022) enzyme (GO:0003824)] located on: 2R 58D4-58D4 : 08/13/2002, mRNA sequence.	7227		684	1998-02-13
AI387658	GH18240.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH18240 3prime similar to U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds. CDS:<1..184 PID:g1655925, mRNA sequence.	7227		512	1999-02-01
AA440486	LD13208.3prime LD Drosophila melanogaster embryo BlueScript Drosophila melanogaster cDNA clone LD13208 3prime similar to U66409: Drosophila melanogaster Pgc mRNA, 3' non-coding region U66411: Drosophila melanogaster gp150 protein and putative type III alcohol dehydrogenase (T3dh) genes, partial cds, mRNA sequence.	7227		529	1997-06-03
AF006567	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.	7234		3502	1997-09-11
U65746	Drosophila buzzatii alcohol dehydrogenase (Adh-P) pseudogene, and alcohol dehydrogenase 2 (Adh-2) and alcohol dehydrogenase 1 (Adh-1) genes, complete cds.	7264		8725	1996-10-21
X00607	Drosophila simulans gene for alcohol dehydrogenase	7240		4607	1985-06-13
M37276	Drosophila mojavensis alcohol dehydrogenase-2 (Adh-2) and alcohol dehydrogenase-1 (Adh-1) genes, complete cds.	7230		8783	1990-09-13
AY279325	Drosophila orena alcohol dehydrogenase (Adh) gene, partial cds and alcohol dehydrogenase related (Adhr) gene, complete cds.	7233		1724	2004-03-31
KU559568	Drosophila virilis strain 15010-1051.0 alcohol dehydrogenase (Adh1) and alcohol dehydrogenase (Adh2) genes, complete cds.	7244		14750	2016-05-31
M63291	Drosophila silvestris alcohol dehydrogenase gene, complete cds.	47010		1635	1991-04-04
X62193	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3483	1992-10-16
X62220	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3479	1992-10-16
AY040854	Drosophila melanogaster alcohol dehydrogenase gene silencer sequence.	7227		1180	2001-08-19
JF735882	Drosophila nigromelanica alcohol dehydrogenase gene, partial cds.	499227		626	2011-10-24
X62214	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3486	1992-10-16
X62228	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3464	1992-10-16
M60791	Drosophila adiastola alcohol dehydrogenase gene, complete cds.	7261		912	1992-06-06
X62206	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3499	1992-10-16
X62204	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3499	1992-10-16
X64480	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3470	1992-10-16
X62195	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3499	1992-10-16
X62199	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3475	1992-10-16
X62226	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3466	1992-10-16
X64486	D.pseudoobscura Adh gene for alcohol dehydrogenase	7237		3475	1992-10-16
AY238778	Drosophila miranda strain SP235 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AY238777	Drosophila miranda strain SP138 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.	7229		2042	2003-04-08
AY081440	Drosophila tripunctata alcohol dehydrogenase (Adh) gene, partial cds.	141217		217	2002-08-09
AY750123	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.	7252		911	2005-12-31
AY750132	Drosophila euronotus alcohol dehydrogenase (Adh) gene, partial cds.	55945		911	2005-12-31
AY750144	Drosophila medioconstricta alcohol dehydrogenase (Adh) gene, partial cds.	311480		911	2005-12-31
DQ471630	Drosophila barutani alcohol dehydrogenase (Adh) gene, partial cds.	381452		711	2006-07-20
HQ631470	Drosophila bipectinata alcohol dehydrogenase (adh) gene, partial cds.	42026		290	2011-08-30
U26839	Drosophila borealis alcohol dehydrogenase (Adh) gene, complete cds.	40368		961	1995-06-30
AF264077	Drosophila nebulosa alcohol dehydrogenase (Adh) gene, partial cds.	7271		405	2000-05-30
AY006411	Drosophila picticornis alcohol dehydrogenase (Adh) gene, partial cds.	7235		510	2001-09-04
AY750130	Drosophila neokadai alcohol dehydrogenase (Adh) gene, partial cds.	311476		911	2005-12-31
DQ471667	Drosophila repleta alcohol dehydrogenase (Adh) gene, partial cds.	30043		711	2006-07-20
HQ631471	Drosophila bocki alcohol dehydrogenase (adh) gene, partial cds.	103765		290	2011-08-30
HQ631473	Drosophila curveadeagus alcohol dehydrogenase (adh) gene, partial cds.	2609304		290	2011-08-30
HQ631484	Drosophila pulchrella alcohol dehydrogenase (adh) gene, partial cds.	187394		290	2011-08-30
AF059889	Drosophila melanica alcohol dehydrogenase (Adh) gene, partial cds.	7252		290	1998-04-28
AY006409	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.	46893		508	2001-09-04
AY006413	Drosophila nigribasis alcohol dehydrogenase (Adh) gene, partial cds.	46820		510	2001-09-04
AY750116	Drosophila lacertosa alcohol dehydrogenase (Adh) gene, partial cds.	119604		911	2005-12-31
AY750118	Drosophila longiserrata alcohol dehydrogenase (Adh) gene, partial cds.	311474		911	2005-12-31
AY750127	Drosophila paramelanica alcohol dehydrogenase (Adh) gene, partial cds.	311477		911	2005-12-31
DQ471655	Drosophila americana alcohol dehydrogenase (Adh) gene, partial cds.	40366		711	2006-07-20
AY006417	Drosophila neoperkinsi alcohol dehydrogenase (Adh) gene, partial cds.	48320		510	2001-09-04
AY750136	Drosophila okadai alcohol dehydrogenase (Adh) gene, partial cds.	311481		911	2005-12-31
DQ471659	Drosophila eohydei alcohol dehydrogenase (Adh) gene, partial cds.	54075		711	2006-07-20
U94203	Drosophila petalopeza alcohol dehydrogenase (Adh) gene, partial cds.	58309		204	1998-02-23
AY750139	Drosophila sordidula alcohol dehydrogenase (Adh) gene, partial cds.	55950		911	2005-12-31
DQ471661	Drosophila kanekoi alcohol dehydrogenase (Adh) gene, partial cds.	50033		711	2006-07-20
X68165	Drosophila pseudoobscura Adh gene for alcohol dehydrogenase (PS314)	7237		3460	1992-10-08
Z00032	Drosophila orena alcohol dehydrogenase gene and flanking regions	7233		2617	1986-07-02
GQ376035	Drosophila bipectinata alcohol dehydrogenase (ADH) gene, partial cds.	42026		410	2009-08-02
U90956	Drosophila tristis alcohol dehydrogenase (Adh) gene, partial cds.	7284		428	1997-11-14
GQ376034	Drosophila pseudoananassae alcohol dehydrogenase (ADH) gene, partial cds.	65964		410	2009-08-02
AB261136	Drosophila pallidifrons Adh gene for alcohol dehydrogenase, partial cds.	88884		861	2007-11-03
AB932648	Drosophila bizonata Adh gene for alcohol dehydrogenase, partial cds.	188282		844	2015-01-14
AF260692	Drosophila montana alcohol dehydrogenase-related protein gene, partial cds.	40370		456	2000-09-20
AB932646	Drosophila angularis Adh gene for alcohol dehydrogenase, partial cds.	309934		840	2014-10-26
AB932662	Drosophila multispina Adh gene for alcohol dehydrogenase, partial cds.	1503162		852	2014-10-26
KM016471	Drosophila simulans isolate KY32 alcohol dehydrogenase-related gene, intron.	7240		479	2014-09-24
U26842	Drosophila montana alcohol dehydrogenase (Adh-1) gene, complete cds.	40370		957	1995-06-22
X57374	Drosophila yakuba (individual j) Adh gene for alcohol dehydrogenase	7245		975	1991-07-17
X60793	D.melanogaster (strain NC16) Adh gene for alcohol dehydrogenase	7227		2763	1991-10-07
AB033644	Drosophila brachynephros Adh mRNA for alcohol dehydrogenase, partial cds.	106246		711	1999-11-16
AB261135	Drosophila siamana Adh gene for alcohol dehydrogenase, partial cds.	157059		855	2007-11-03
AB932678	Drosophila transversa Adh gene for alcohol dehydrogenase, partial cds.	193351		839	2014-10-26
U95266	Drosophila willistoni PA2 alcohol dehydrogenase (Adh) gene, complete cds.	7260		1159	1999-01-06
AB932664	Drosophila nigromaculata Adh gene for alcohol dehydrogenase, partial cds.	198721		849	2015-01-14
AB932679	Drosophila tripunctata Adh gene for alcohol dehydrogenase, partial cds.	141217		836	2014-10-26
AB932680	Drosophila unispina Adh gene for alcohol dehydrogenase, partial cds.	193352		848	2015-01-14
AF260699	Drosophila buzzatii alcohol dehydrogenase-related protein gene, complete cds.	7264		2795	2000-09-20
AH000980	Drosophila melanogaster alcohol dehydrogenase (ADH-71k) gene, complete cds.	7227		2474	2016-06-13
U95260	Drosophila willistoni Lima alcohol dehydrogenase (Adh) gene, complete cds.	7260		1172	1999-01-06
X57372	Drosophila yakuba (individual h) Adh gene for alcohol dehydrogenase	7245		975	1991-07-17
X57376	Drosophila yakuba (individual l) Adh gene for alcohol dehydrogenase	7245		975	1991-07-17
AB154553	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh12.	30033		675	2004-04-01
AF201429	Drosophila simulans isolate TT01 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2000-07-03
AY156525	Drosophila navojoa alcohol dehydrogenase 2 (adh-2) gene, complete cds.	7232		878	2003-03-03
KX976486	Drosophila yakuba isolate Yakuba_SJ7 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976513	Drosophila yakuba isolate Yakuba_2_11 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
M60980	Drosophila pseudoobscura (strain AH54) alcohol dehydrogenase (adh) gene, complete cds.	7237		3476	1992-01-26
AF201449	Drosophila simulans isolate MDW86 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		481	2000-07-03
EU532128	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	46793		562	2010-01-21
HQ110512	Drosophila neocordata isolate D_neoc_c1 alcohol dehydrogenase (Adh) gene, partial cds.	30039		830	2011-05-06
HQ110514	Drosophila neocordata isolate D_neoc_c3 alcohol dehydrogenase (Adh) gene, partial cds.	30039		819	2011-05-06
HQ110515	Drosophila prosaltans isolate D_pros_c1 alcohol dehydrogenase (Adh) gene, partial cds.	30042		859	2011-05-06
KX976512	Drosophila yakuba isolate Yakuba_3_16 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976518	Drosophila yakuba isolate Yakuba_1_7 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
AB154543	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh02.	30033		675	2004-04-01
AB154544	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh03.	30033		683	2004-04-01
AY095943	Drosophila curvispina isolate cur3 alcohol dehydrogenase (Adh) gene, partial cds.	126591		443	2003-05-01
AY335198	Drosophila saltans clone Dsalt2L alcohol dehydrogenase (Adh) gene, partial cds.	7273		854	2003-12-31
DQ471644	Drosophila barutani strain 178 alcohol dehydrogenase (Adh) gene, partial cds.	381452		711	2006-07-20
DQ471653	Drosophila kanekoi strain 248 alcohol dehydrogenase (Adh) gene, partial cds.	50033		711	2006-07-20
DQ471654	Drosophila tsigana strain JP275 alcohol dehydrogenase (Adh) gene, partial cds.	65966		711	2006-07-20
JX455213	Drosophila simulans isolate HW04 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		481	2012-09-03
KX976489	Drosophila yakuba isolate Yakuba_SJ14 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976497	Drosophila yakuba isolate Yakuba_Cascade_SN6 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
M60981	Drosophila pseudoobscura (strain AH69) alcohol dehydrogenase (adh) gene, complete cds.	7237		3475	1992-01-26
M60985	Drosophila pseudoobscura (strain AH135) alcohol dehydrogenase (adh) gene, complete cds.	7237		3465	1992-04-30
M60988	Drosophila pseudoobscura (strain AH165) alcohol dehydrogenase (adh) gene, complete cds.	7237		3467	1992-04-30
U95258	Drosophila willistoni Cano Mora alcohol dehydrogenase (Adh) gene, complete cds.	7260		1172	1999-01-06
AB154551	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh10.	30033		683	2004-04-01
AF284481	Drosophila sechellia strain SS77 alcohol dehydrogenase (Adh) gene, partial cds.	7238		700	2000-11-02
AY095938	Drosophila transversa isolate tra2 alcohol dehydrogenase (Adh) gene, partial cds.	193351		437	2003-05-01
DQ471613	Drosophila angor strain B123 alcohol dehydrogenase (Adh) gene, partial cds.	381448		711	2006-07-20
EU532129	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.	46793		558	2010-01-21
KX976521	Drosophila yakuba isolate Yakuba_2_8 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
DQ471628	Drosophila angor strain Taiwan alcohol dehydrogenase (Adh) gene, partial cds.	381448		711	2006-07-20
JX455216	Drosophila simulans isolate HW47 alcohol dehydrogenase (Adhr) gene, intron 1.	7240		480	2012-09-03
KX976500	Drosophila yakuba isolate Yakuba_Anton_1_Principe alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
KX976492	Drosophila yakuba isolate Yakuba_SN7 alcohol dehydrogenase (Adh) mRNA, complete cds.	7245		771	2016-11-12
AB669850	Drosophila burlai Adh gene for alcohol dehydrogenase, partial cds, strain: L76.	137355		833	2014-01-02
AB669859	Drosophila bocki Adh gene for alcohol dehydrogenase, partial cds, strain: A126.	103765		831	2014-01-02
AF136695	Drosophila americana americana G96.14Y alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF459771	Drosophila kikkawai alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	30033		290	2002-05-16
L78922	Drosophila mimica (strain 15292-2561.2) alcohol dehydrogenase gene, partial cds.	7270		822	1996-06-25
U64537	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS277 allele, complete cds.	7237		3465	1996-08-16
U64542	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS308 allele, complete cds.	7237		3481	1996-08-16
U64550	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS333 allele, complete cds.	7237		3484	1996-08-16
U95271	Drosophila paulistorum Andean-Brazilian, ABM alcohol dehydrogenase (Adh) gene, complete cds.	46793		1167	1999-01-06
X54120	D.yakuba Adh gene for alcohol dehydrogenase and Adh-related gene	7245		2284	1992-04-14
AF136661	Drosophila americana americana G96.48X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136667	Drosophila americana americana G96.33X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136668	Drosophila americana americana G96.21X alcohol dehydrogenase (Adh) gene, partial cds.	95109	americana	884	1999-06-03
AF136699	Drosophila americana texana LP97.01 alcohol dehydrogenase (Adh) gene, partial cds.	40372	texana	884	1999-06-03
AF459763	Drosophila watanabei alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.	94109		290	2002-05-16
KY002642	UNVERIFIED: Drosophila melanogaster strain IND_DMEL_KL6 alcohol dehydrogenase-like gene, complete sequence.	7227		819	2017-10-13
LC057205	Drosophila sp. XT-32 Adh gene for alcohol dehydrogenase, partial cds.	1660393		836	2019-06-04
